Proportion_ColdStart,0/3105
Proportion_ColdStart+,0/3105
Proportion_Increment,0/3105
Proportion_Increment+,0/3105
Proportion_MovingWindow,0/3105
Proportion_MovingWindow+,0/3105
SZZ_B,0/3105
SZZ_B+,0/3105
SZZ_RA,0/3105
SZZ_RA+,0/3105
SZZ_U,59/3105
SZZ_U+,59/3105
Simple,0/3105
LLM4SZZ,6/3105
