Proportion_ColdStart,0/3218
Proportion_ColdStart+,0/3218
Proportion_Increment,0/3218
Proportion_Increment+,0/3218
Proportion_MovingWindow,5/3218
Proportion_MovingWindow+,5/3218
SZZ_B,1/3218
SZZ_B+,1/3218
SZZ_RA,65/3218
SZZ_RA+,65/3218
SZZ_U,63/3218
SZZ_U+,63/3218
Simple,0/3218
