Simple,0/23
Proportion_ColdStart,0/23
Proportion_Increment,0/23
Proportion_MovingWindow,0/23
SZZ_U,0/23
SZZ_B,0/23
SZZ_RA,0/23
Proportion_ColdStart+,0/23
Proportion_Increment+,0/23
Proportion_MovingWindow+,0/23
SZZ_U+,0/23
SZZ_B+,0/23
SZZ_RA+,0/23
