Simple,0/62
Proportion_ColdStart,0/62
Proportion_Increment,0/62
Proportion_MovingWindow,0/62
SZZ_U,0/62
SZZ_B,0/62
SZZ_RA,0/62
Proportion_ColdStart+,0/62
Proportion_Increment+,0/62
Proportion_MovingWindow+,0/62
SZZ_U+,0/62
SZZ_B+,0/62
SZZ_RA+,0/62
