Proportion_ColdStart,0/3105
Proportion_ColdStart+,0/3105
Proportion_Increment,0/3105
Proportion_Increment+,0/3105
Proportion_MovingWindow,0/3105
Proportion_MovingWindow+,0/3105
SZZ_B,0/3105
SZZ_B+,0/3105
SZZ_RA,2/3105
SZZ_RA+,2/3105
SZZ_U,97/3105
SZZ_U+,97/3105
Simple,0/3105
