PC,PC+,PI,PI+,PM,PM+,Simple,SZZ_B,SZZ_B+,SZZ_RA,SZZ_RA+,SZZ_U,SZZ_U+
0.3278105830419079,0.3278105830419079,0.3750258638526795,0.3750258638526795,0.406830130740241,0.406830130740241,0.1021946950316413,0.3289212733763277,0.3288405754636819,0.23054787042091923,0.23054787042091923,0.28941095601849287,0.28941095601849287
0.3944890129054761,0.3944890129054761,0.4018016486785077,0.4018016486785077,0.42741108745367085,0.42741108745367085,0.1448283238849075,0.34824406513635475,0.3482402364262511,0.27569791685886674,0.27569791685886674,0.2988688985045168,0.2988688985045168
0.6411229135053111,0.6411229135053111,0.6436420722135008,0.6436420722135008,0.6505295007564297,0.6505295007564297,0.32345554997488696,0.4959719789842381,0.49704347826086953,0.5043000914913084,0.5043000914913084,0.4315804556526723,0.4315804556526723
0.32748538011695905,0.32748538011695905,0.3800742156752502,0.3800742156752502,0.4022622107969152,0.4022622107969152,0.18740752917968106,0.2958615866451789,0.2958615866451789,0.40948710890907425,0.40948710890907425,0.35411140583554374,0.35411140583554374
0.3102119460500963,0.3102119460500963,0.3300865800865801,0.3300865800865801,0.3432411475833549,0.3432411475833549,0.17192429022082018,0.27471461613071696,0.2755747340227662,0.24579970895621112,0.24579970895621112,0.24706244232543834,0.24706244232543834
0.5464926590538336,0.5464926590538336,0.5442729488220959,0.5442729488220959,0.5632183908045977,0.5632183908045977,0.2839632277834525,0.434356629653821,0.43672939649578196,0.45284303711269996,0.45284303711269996,0.40215633423180597,0.40215633423180597
0.38733939204011286,0.38733939204011286,0.3872595395774204,0.3872595395774204,0.4290313140181446,0.4290313140181446,0.1384321223709369,0.43562978427279053,0.43749999999999994,0.4094389092815941,0.4094389092815941,0.39355285276376945,0.39355285276376945
0.5865209471766848,0.5865209471766848,0.5919117647058824,0.5919117647058824,0.5975395430579964,0.5975395430579964,0.11442786069651743,0.46789667896678966,0.4687729610580456,0.4673992673992674,0.4673992673992674,0.42062097246631514,0.42062097246631514
0.46279069767441855,0.46279069767441855,0.4624672972429061,0.4624672972429061,0.4857198367981349,0.4857198367981349,0.18328840970350407,0.39406689010910645,0.39822322498766133,0.372822299651568,0.372822299651568,0.32895315324117047,0.32895315324117047
0.36101005777872885,0.36101005777872885,0.3978622327790974,0.3978622327790974,0.38126041360384205,0.38126041360384205,0.17341342387046227,0.2542242524529797,0.25585602300663296,0.23851274207793882,0.23851274207793882,0.19637635092180544,0.19637635092180544
