PC,PC+,PI,PI+,PM,PM+,Simple,SZZ_B,SZZ_B+,SZZ_RA,SZZ_RA+,SZZ_U,SZZ_U+
0.7057516662552457,0.7057516662552457,0.6102693602693603,0.6102693602693603,0.5396864584619183,0.5396864584619183,0.5191518467852257,0.20474039393551455,0.2045529107279554,0.13157866942681215,0.13157866942681215,0.16993685306946163,0.16993685306946163
0.6397058823529411,0.6397058823529411,0.6164276401564537,0.6164276401564537,0.5706464518846073,0.5706464518846073,0.47776993648553284,0.21617342589209596,0.21595831692466147,0.16148276234734682,0.16148276234734682,0.1759159964253798,0.1759159964253798
0.7585278276481149,0.7585278276481149,0.7992202729044834,0.7992202729044834,0.7664884135472371,0.7664884135472371,0.6865671641791045,0.33810888252148996,0.3379848628192999,0.3494800913010398,0.3494800913010398,0.2759758108851017,0.2759758108851017
0.5075528700906344,0.5075528700906344,0.4195630585898709,0.4195630585898709,0.4024691358024691,0.4024691358024691,0.46798029556650245,0.17361358932267504,0.17361358932267504,0.2635681804759936,0.2635681804759936,0.21571883836796985,0.21571883836796985
0.44972067039106145,0.44972067039106145,0.36835748792270534,0.36835748792270534,0.363039912520503,0.363039912520503,0.43951612903225806,0.16201707295608553,0.16244189106218754,0.14207065300504665,0.14207065300504665,0.1412592332043616,0.1412592332043616
0.6979166666666666,0.6979166666666666,0.6907216494845361,0.6907216494845361,0.6068111455108359,0.6068111455108359,0.5965665236051502,0.28713298791019,0.2880993150684932,0.3035143769968051,0.3035143769968051,0.2516869095816464,0.2516869095816464
0.6905027932960894,0.6905027932960894,0.7017142857142857,0.7017142857142857,0.6538804638715433,0.6538804638715433,0.567398119122257,0.29687006006955424,0.29752195734002507,0.2696505042132891,0.2696505042132891,0.254573365741333,0.254573365741333
0.8609625668449198,0.8609625668449198,0.8846153846153846,0.8846153846153846,0.821256038647343,0.821256038647343,0.575,0.3192346424974824,0.31931931931931934,0.3180458624127617,0.3180458624127617,0.26691449814126395,0.26691449814126395
0.6858127512923607,0.6858127512923607,0.7412903225806452,0.7412903225806452,0.7233796296296297,0.7233796296296297,0.5649546827794562,0.260562052055828,0.2623560014864363,0.23917542842950576,0.23917542842950576,0.19745484400656815,0.19745484400656815
0.5355555555555556,0.5355555555555556,0.5143295803480041,0.5143295803480041,0.48540054903918145,0.48540054903918145,0.454172366621067,0.14856582495709733,0.1493960240507015,0.13762585456805468,0.13762585456805468,0.10891333474367111,0.10891333474367111
