MYFACES,MYFACES-152,1,10960,1.0.7 beta,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
MYFACES,MYFACES-152,1,11102,1.0.9m9,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
MYFACES,MYFACES-152,1,11074,1.1.0,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
MYFACES,MYFACES-152,1,12310262,1.1.1,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
MYFACES,MYFACES-152,1,12310960,1.1.2,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MYFACES,MYFACES-1085,2,10960,1.0.7 beta,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MYFACES,MYFACES-1085,2,11102,1.0.9m9,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MYFACES,MYFACES-1085,2,11074,1.1.0,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MYFACES,MYFACES-1085,2,12310262,1.1.1,4,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes
MYFACES,MYFACES-1085,2,12310960,1.1.2,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MYFACES,MYFACES-837,3,10960,1.0.7 beta,1,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
MYFACES,MYFACES-837,3,11102,1.0.9m9,2,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
MYFACES,MYFACES-837,3,11074,1.1.0,3,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
MYFACES,MYFACES-837,3,12310262,1.1.1,4,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
MYFACES,MYFACES-837,3,12310960,1.1.2,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MYFACES,MYFACES-329,4,10960,1.0.7 beta,1,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
MYFACES,MYFACES-329,4,11102,1.0.9m9,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
MYFACES,MYFACES-329,4,11074,1.1.0,3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
MYFACES,MYFACES-329,4,12310262,1.1.1,4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
MYFACES,MYFACES-329,4,12310960,1.1.2,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MYFACES,MYFACES-1008,5,10960,1.0.7 beta,1,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
MYFACES,MYFACES-1008,5,11102,1.0.9m9,2,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
MYFACES,MYFACES-1008,5,11074,1.1.0,3,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
MYFACES,MYFACES-1008,5,12310262,1.1.1,4,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
MYFACES,MYFACES-1008,5,12310960,1.1.2,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MYFACES,MYFACES-750,6,10960,1.0.7 beta,1,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
MYFACES,MYFACES-750,6,11102,1.0.9m9,2,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
MYFACES,MYFACES-750,6,11074,1.1.0,3,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes
MYFACES,MYFACES-750,6,12310262,1.1.1,4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
MYFACES,MYFACES-750,6,12310960,1.1.2,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MYFACES,MYFACES-1155,7,10960,1.0.7 beta,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MYFACES,MYFACES-1155,7,11102,1.0.9m9,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MYFACES,MYFACES-1155,7,11074,1.1.0,3,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
MYFACES,MYFACES-1155,7,12310262,1.1.1,4,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes
MYFACES,MYFACES-1155,7,12310960,1.1.2,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MYFACES,MYFACES-1270,8,10960,1.0.7 beta,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MYFACES,MYFACES-1270,8,11102,1.0.9m9,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MYFACES,MYFACES-1270,8,11074,1.1.0,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MYFACES,MYFACES-1270,8,12310262,1.1.1,4,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes
MYFACES,MYFACES-1270,8,12310960,1.1.2,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No
MYFACES,MYFACES-1290,9,10960,1.0.7 beta,1,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
MYFACES,MYFACES-1290,9,11102,1.0.9m9,2,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
