Proportion_ColdStart,0/993
Proportion_ColdStart+,0/993
Proportion_Increment,0/993
Proportion_Increment+,0/993
Proportion_MovingWindow,0/993
Proportion_MovingWindow+,0/993
SZZ_B,0/993
SZZ_B+,0/993
SZZ_RA,0/993
SZZ_RA+,0/993
SZZ_U,34/993
SZZ_U+,34/993
Simple,0/993
