Proportion_ColdStart,0/17506
Proportion_ColdStart+,0/17506
Proportion_Increment,0/17506
Proportion_Increment+,0/17506
Proportion_MovingWindow,0/17506
Proportion_MovingWindow+,0/17506
SZZ_B,0/17506
SZZ_B+,0/17506
SZZ_RA,66/17506
SZZ_RA+,66/17506
SZZ_U,237/17506
SZZ_U+,237/17506
Simple,0/17506
LLM4SZZ,37/17506
