PC,PC+,PI,PI+,PM,PM+,Simple,SZZ_B,SZZ_B+,SZZ_RA,SZZ_RA+,SZZ_U,SZZ_U+
0.7409760323419001,0.7409760323419001,0.6534589847933177,0.6534589847933177,0.5845483240643319,0.5845483240643319,0.6477516059957173,0.3443035460053637,0.3443469624234398,0.3318128219450133,0.3318128219450133,0.3290384156525889,0.3290384156525889
0.5904940923737916,0.5904940923737916,0.5852242744063324,0.5852242744063324,0.5789351313647989,0.5789351313647989,0.5556213017751479,0.3923707230649983,0.3913427561837456,0.3232658630884694,0.3232658630884694,0.3785807803089814,0.3784618606355688
0.5807504078303426,0.5807504078303426,0.6083481349911191,0.6083481349911191,0.608846487424111,0.608846487424111,0.4273927392739274,0.2354587247651409,0.23551737914502596,0.23846627024810335,0.23846627024810335,0.23017705927636645,0.23017705927636645
0.4507261410788382,0.4507261410788382,0.4197689345314506,0.4197689345314506,0.4067182611559361,0.4067182611559361,0.4117407256420709,0.3071098265895954,0.3071098265895954,0.3196098302508234,0.3196098302508234,0.30723832667939593,0.30723832667939593
0.16971713810316139,0.16971713810316139,0.16674495068107092,0.16674495068107092,0.17867555185339443,0.17867555185339443,0.10260869565217391,0.17417819425851555,0.17417819425851555,0.1811976419484952,0.1811976419484952,0.1673024523160763,0.1673024523160763
0.24710982658959538,0.24710982658959538,0.25258493353028066,0.25258493353028066,0.24937655860349128,0.24937655860349128,0.2515592515592516,0.21285377358490565,0.21025043680838673,0.20965842167255594,0.20965842167255594,0.1963254593175853,0.1963254593175853
0.5967926689576174,0.5967926689576174,0.6045949214026602,0.6045949214026602,0.5837004405286343,0.5837004405286343,0.5330073349633252,0.3741862439852816,0.3755286157316042,0.3362193362193362,0.3362193362193362,0.38997134670487105,0.38997134670487105
0.5592105263157895,0.5592105263157895,0.5666666666666667,0.5666666666666667,0.5300546448087432,0.5300546448087432,0.45348837209302323,0.3884057971014493,0.37780898876404495,0.3736111111111111,0.3736111111111111,0.3450789793438639,0.3450789793438639
0.8440860215053764,0.8440860215053764,0.8649706457925636,0.8649706457925636,0.8772946859903382,0.8772946859903382,0.8801313628899836,0.6615120274914089,0.6615120274914089,0.5911379657603223,0.5911379657603223,0.6494971792985038,0.6494971792985038
0.48608475648323846,0.48608475648323846,0.4719804134929271,0.4719804134929271,0.4420534093855328,0.4420534093855328,0.47058823529411764,0.29320502749410843,0.29270996348461137,0.2927862342819325,0.2927862342819325,0.2896299962875882,0.2896299962875882
