PC,PC+,PI,PI+,PM,PM+,Simple,SZZ_B,SZZ_B+,SZZ_RA,SZZ_RA+,SZZ_U,SZZ_U+
0.2943673282092463,0.2943673282092463,0.32736051502145924,0.32736051502145924,0.377133436772692,0.377133436772692,0.08118081180811808,0.470819939330828,0.4708891705903658,0.46293049332207714,0.46293049332207714,0.4645150424219458,0.4645150424219458
0.35257335257335254,0.35257335257335254,0.3537480063795853,0.3537480063795853,0.381579955558961,0.381579955558961,0.17988505747126438,0.5286438907951664,0.5277343459161641,0.4624694973157638,0.4624694973157638,0.5192314598671215,0.5191196007324692
0.49427282193682753,0.49427282193682753,0.49262855088097807,0.49262855088097807,0.4999999999999999,0.4999999999999999,0.22910216718266255,0.3538600180234304,0.35400090076565077,0.3560930802204531,0.3560930802204531,0.34914611005692603,0.34914611005692603
0.2964858410098942,0.2964858410098942,0.34366789280084076,0.34366789280084076,0.35435047701025746,0.35435047701025746,0.19571746923747702,0.42220279720279724,0.42220279720279724,0.4266148123097734,0.4266148123097734,0.4222496123414576,0.4222496123414576
0.1668029435813573,0.1668029435813573,0.1777221526908636,0.1777221526908636,0.20107804077806424,0.20107804077806424,0.07824933687002653,0.2726743509139597,0.2726743509139597,0.28103946102021177,0.28103946102021177,0.266782533130567,0.266782533130567
0.3059033989266548,0.3059033989266548,0.31006346328195833,0.31006346328195833,0.32573289902280134,0.32573289902280134,0.266813671444322,0.34024505183788883,0.3369108726084928,0.33521657250470804,0.33521657250470804,0.32089232089232084,0.32089232089232084
0.3438943894389439,0.3438943894389439,0.3351206434316354,0.3351206434316354,0.34584013050570955,0.34584013050570955,0.16991426344505067,0.4646748681898067,0.46704067321178117,0.44275534441805225,0.44275534441805225,0.48202585443598367,0.48202585443598367
0.20094562647754136,0.20094562647754136,0.20142180094786727,0.20142180094786727,0.22120866590649943,0.22120866590649943,0.09999999999999999,0.3872832369942197,0.38264580369843526,0.3804809052333805,0.3804809052333805,0.37442320369149634,0.37442320369149634
0.3265164644714038,0.3265164644714038,0.31148696264975334,0.31148696264975334,0.319212515380559,0.319212515380559,0.20368611058331754,0.5671495212374171,0.5671495212374171,0.5444006492000927,0.5444006492000927,0.6065742755698088,0.6065742755698088
0.3317504856464494,0.3317504856464494,0.3548057259713701,0.3548057259713701,0.34233510691697616,0.34233510691697616,0.18862981399004453,0.41898971000935453,0.41874999999999996,0.4170830583576884,0.4170830583576884,0.4204616904697746,0.4204616904697746
