Proportion_ColdStart,0/5565
Proportion_ColdStart+,0/5565
Proportion_Increment,0/5565
Proportion_Increment+,0/5565
Proportion_MovingWindow,0/5565
Proportion_MovingWindow+,0/5565
SZZ_B,0/5565
SZZ_B+,0/5565
SZZ_RA,3/5565
SZZ_RA+,3/5565
SZZ_U,89/5565
SZZ_U+,89/5565
Simple,0/5565
LLM4SZZ,12/5565
