Proportion_ColdStart,0/17506
Proportion_ColdStart+,0/17506
Proportion_Increment,1/17506
Proportion_Increment+,1/17506
Proportion_MovingWindow,1/17506
Proportion_MovingWindow+,1/17506
SZZ_B,0/17506
SZZ_B+,0/17506
SZZ_RA,111/17506
SZZ_RA+,111/17506
SZZ_U,475/17506
SZZ_U+,475/17506
Simple,0/17506
